id_conversation,ingestion_date,ds_comentario,sent_predito_1,flag_negativo,flag_positivo,sent_predito_final
447794,2023-10-01 02:17:53.606,demorou dms ,1,0,0,1
248103,2023-09-29 16:47:45.401,não resolveu o meu problema ,1,0,0,1
403966,2023-09-29 16:47:45.401,foi muito fantasiosa e educada obrigada uma ótima semana,2,0,0,2
252088,2023-09-29 16:47:45.401,O tempo que eu fui cliente will Bank eu fui bem tratado tinha  um cartão de crédito com o limite  bem alto eu pagava minhas faturas em dia aí cai  na bobeira de emprestar o meu cartão de crédito aí me ferrei ,0,0,0,0
318784,2023-09-29 16:47:45.401,melhor atendimento ,0,0,0,0
318778,2023-09-29 16:47:45.401,Não consigo fazer transferências pelo pix ou pagar no QR code,1,0,0,1
310131,2023-09-29 16:47:45.401,Boa noite eu acho que eu não passei no amarelinho porque eu tenho duas pendências na Serasa mas eu vou é quitar e se Deus quiser eu vou ter esse cartão com o meu cartão de crédito se Deus quiser,0,0,0,0
318821,2023-09-29 16:47:45.401,"gostei, obrigado",2,0,0,2
318807,2023-09-29 16:47:45.401,"não há uma demonstração de interesse na solução do problema, que caso em questão foi gerado pelo app da Will e estou dependente do interesse do lojista em resolver. o mesmo já solicitou o estorno, mas a estimativa de tempo de espera da Will e muito longo. decepcionada com o serviço e com a falta interesse em resolver um problema que Will me causou.",0,0,0,0
308085,2023-09-29 16:47:45.401,amei de mais ,0,0,0,0
307647,2023-09-29 16:47:45.401,Não tô conseguindo criar conta isso é injusto ,0,0,0,0
277366,2023-09-29 16:47:45.401,gostaria muito de conssegui o credito pois presciso muito,2,0,0,2
274839,2023-09-29 16:47:45.401,muito demora e não fui atendido ,0,0,0,0
277422,2023-09-29 16:47:45.401,obrigado pela ajuda ,2,0,0,2
512541,2023-10-06 02:17:25.716,"parabéns pela a atendente, show ",1,0,0,1
501956,2023-10-06 02:17:25.716,VCS NÃO SERVEM NEM PRA SOLUCIONAR NADA ,0,0,0,0
515113,2023-10-06 02:17:25.716,n da pra entra em contato com a loja pois eles msm cancelou a compra mas as faturas aínda cai,1,0,0,1
511712,2023-10-06 02:17:25.716,"a atendente foi super atenciosa, me passou toda a informação certa. ",0,0,0,0
514988,2023-10-06 02:17:25.716,São pessoas igual a Leivan que precisamos nos chats. Ótimo atendente😁👏🏼👏🏼👏🏼👏🏼,0,0,0,0
505475,2023-10-06 02:17:25.716,Extremamente demorado mas foi bem solucionado! Obrigada!!! ,2,0,0,2
515231,2023-10-06 02:17:25.716,Gostei FuiMuito Bem Atendida ,0,0,0,0
511704,2023-10-06 02:17:25.716,quero o cancelamento da conta ,1,0,0,1
514797,2023-10-06 02:17:25.716,ta de parabéns pelo excelente trabalho ,2,0,0,2
378672,2023-09-29 16:47:45.401,A gente passa mensagem pela manhã e só vão atender a noite ,0,0,0,0
335743,2023-09-29 16:47:45.401,atendimento péssimo! Como um parcelamento não pode der desfeito? nao existe isso! fazem de tudo para  tirar dinheito do cliente. irei no procon para resolver meu problema,0,0,0,0
348296,2023-09-29 16:47:45.401,Antendimento agradável.,1,0,0,1
382455,2023-09-29 16:47:45.401,atendimento maravilhoso parabéns Carol pelo o seu trabalho.,0,0,0,0
365247,2023-09-29 16:47:45.401,uma demora ao responder e nao recebo meu código pra desbloquear o cartão uma burocracia ,0,0,0,0
364347,2023-09-29 16:47:45.401,quero antecipar as parcelas ,1,0,0,1
374721,2023-09-29 16:47:45.401,"rápido, excelente e consegui resolver tudo rápido 🙏🏼",0,0,0,0
372441,2023-09-29 16:47:45.401,"amei, super antenciosos",1,0,0,1
376482,2023-09-29 16:47:45.401,"não resolvi nada , o app tá horrível não mostra o total pra pagar a fatura, agora por favor cuidado pra não sujar meu nome por erro de vocês ok",0,0,0,0
376043,2023-09-29 16:47:45.401,muitoo bom ,2,0,0,2
376566,2023-09-29 16:47:45.401,quero falar com atende r não robotizado ,0,0,0,0
342709,2023-09-29 16:47:45.401,ruim,0,0,0,0
379035,2023-09-29 16:47:45.401,Não gosto de atendimento virtual.  Prefiro falar direto com um atendente.,1,0,0,1
365242,2023-09-29 16:47:45.401,Obrigado por td agradeço de coração 😍 ,2,0,0,2
377524,2023-09-29 16:47:45.401,como irei altera o e-mail cadastrado se não lembro a senha do cartão?? pessimo atendimento preciso de ajuda não do óbvio ,0,0,0,0
343188,2023-09-29 16:47:45.401,muito bom,2,0,0,2
371303,2023-09-29 16:47:45.401,"conseguir resolver meu problema, muito educada a moça que me atendeu ",0,0,0,0
374445,2023-09-29 16:47:45.401,atendimento horrível,0,0,0,0
375187,2023-09-29 16:47:45.401,gostei ,0,0,0,0
491897,2023-10-04 03:03:47.945,atendimento excelente ,2,0,0,2
491842,2023-10-04 03:03:47.945,falta de interesse ao assunto ,0,0,0,0
491874,2023-10-04 03:03:47.945,vocês são um time maravilhoso ,0,0,0,0
491307,2023-10-04 03:03:47.945,atendimento otimo,0,0,0,0
487420,2023-10-04 03:03:47.945,Gostei muito de vc.obgd por mim ajudar,1,0,0,1
491421,2023-10-04 03:03:47.945,se fosse mais rápido o atendimento ,0,0,0,0
491982,2023-10-04 03:03:47.945,gostaria de fala com uma pessoa ,1,0,0,1
471789,2023-10-04 03:03:47.945,Muito muito satisfeito ,2,0,0,2
227998,2023-09-29 16:47:45.401,A solicitação confirmada no atendimento não foi efetuada de fato. Uma falta de assistência total.,0,0,0,0
254836,2023-09-29 16:47:45.401,vcs são top,0,0,0,0
253679,2023-09-29 16:47:45.401,"achei que o chat com um atendente era 24hs, mais só mensagem automática.",1,0,0,1
339717,2023-09-29 16:47:45.401,"excelente atendimento, Rodrigo foi prestativo e resolvou meu problema ",0,0,0,0
339713,2023-09-29 16:47:45.401,atende muito eficiente ,2,0,0,2
339370,2023-09-29 16:47:45.401,"Parabéns pelo ótimo até, vc é um excelente profissional.  👏🏽🤩🫱🏻‍🫲🏼",2,0,1,2
338999,2023-09-29 16:47:45.401,Demora muito a responder,0,0,0,0
320901,2023-09-29 16:47:45.401,vcs demoram muito para responder e não resolveram meu problema ,0,0,0,0
341166,2023-09-29 16:47:45.401,ótimo ,2,0,1,2
341110,2023-09-29 16:47:45.401,me manda whatsapp ,0,0,0,0
277924,2023-09-29 16:47:45.401,Amei o atendimento ,0,0,0,0
277552,2023-09-29 16:47:45.401,Feliz e satisfeita com o atendimento! ,0,0,0,0
277479,2023-09-29 16:47:45.401,"demorado demais, darei continuidade pelo e-mail ",0,0,0,0
277902,2023-09-29 16:47:45.401,Ana foi muito prestativa ,2,0,0,2
276993,2023-09-29 16:47:45.401,bom,2,0,0,2
276875,2023-09-29 16:47:45.401,layssyalmeida@gmail.com,0,0,0,0
254264,2023-09-29 16:47:45.401,é muito bom ,2,0,0,2
573213,2023-10-12 02:18:16.641,não fui atendido ,1,0,0,1
568138,2023-10-12 02:18:16.641,Uma ótima experiência em atendimento!😁,0,0,0,0
580509,2023-10-12 02:18:16.641,gostei muito do atendimento agora sim conseguir resolver meu problema ,0,0,0,0
575562,2023-10-12 02:18:16.641,péssimo atendimento ,0,0,0,0
581626,2023-10-12 02:18:16.641,a fatura foi paga hoje cedo,0,0,0,0
577734,2023-10-12 02:18:16.641,demoram de mais pra atender e o app não notifica quando respondem ,0,0,0,0
523863,2023-10-12 02:18:16.641,não terminaram meu atendimento ,0,0,0,0
581801,2023-10-12 02:18:16.641,tudo ok,1,0,0,1
581821,2023-10-12 02:18:16.641,ta de parabéns,1,0,0,1
570012,2023-10-12 02:18:16.641,"demorou muito a responder, eu já tinha até saído de conexão depois de algumas hora, acabou que não resolveu meu problema ",0,0,0,0
581826,2023-10-12 02:18:16.641,muito bom,2,0,0,2
581536,2023-10-12 02:18:16.641,excelente 👏🏽👏🏽,2,0,0,2
247478,2023-09-29 16:47:45.401,mandaram eu aguardar passei mais de 3horas e nada,0,0,0,0
453983,2023-09-30 03:01:15.484,poderia ser mais rápido ,1,0,0,1
454381,2023-09-30 03:01:15.484,bom,2,0,0,2
454468,2023-09-30 03:01:15.484,Não tinha a opção do assunto que queria tratar,1,0,0,1
454197,2023-09-30 03:01:15.484,problema não resolvido,2,0,0,2
454497,2023-09-30 03:01:15.484,"Já recebi cartões nos endereços informados e não tive problema, espero que seja resolvido com brevidade, a relação com o banco já começou com o pé esquerdo.",1,0,0,1
434358,2023-09-30 03:01:15.484,muito ótimo ,2,0,1,2
448717,2023-09-30 03:01:15.484,Obrigada por mim ajudar ,2,0,0,2
366929,2023-09-29 16:47:45.401,eu ainda estou esperando uma resposta ,0,0,0,0
301131,2023-09-29 16:47:45.401,"Minha solicitação não foi resolvida 
Uma demora muito grande, para uma troca de senhas",2,0,0,2
378189,2023-09-29 16:47:45.401,já se passaram 20 dias e nada do email ,0,0,0,0
336067,2023-09-29 16:47:45.401,vocês demoram demais o atendimento ,0,0,0,0
479016,2023-10-04 03:03:47.945,Demora de mais para responde,0,0,0,0
479415,2023-10-04 03:03:47.945,Excelente atendimento! ,2,0,0,2
484582,2023-10-04 03:03:47.945,fuim,1,0,0,1
483993,2023-10-04 03:03:47.945,O atendente está de parabéns.otimo,1,0,0,1
474070,2023-10-04 03:03:47.945,Agradeço muito pela atenção e são muitos educados e prestativos.  Obrigada Pedro por resolver rápido o meu problema. Parabéns pelo atendimento,2,0,0,2
459265,2023-10-01 02:17:53.606,me ajudou muito otimo atendimento ,0,0,0,0
428996,2023-10-01 02:17:53.606,não atende as nossa dúvidas ,1,0,0,1
464155,2023-10-01 02:17:53.606,obrigado pelo ótimo atendimento ,2,0,1,2
276932,2023-09-29 16:47:45.401,não resolveu nada,0,0,0,0
278406,2023-09-29 16:47:45.401,bom dia tirei um boleto fui na lotérica não deu certo pagar queria saber o que aconteceu com minha que está aberta e quero pagar hoje ,0,0,0,0
276088,2023-09-29 16:47:45.401,"Desde quando precisa quitar valores futuros, para efetuar cancelamento? ",1,0,0,1
278518,2023-09-29 16:47:45.401,muito bom demais esse ,2,0,0,2
273900,2023-09-29 16:47:45.401,demorou muito para ser atendido e quando eu fui atendida eu não estava mais online para poder falar,0,0,0,0
498328,2023-10-05 02:19:57.445,não esqueçam de enviar meu cartão estou precisando logo,0,0,0,0
498514,2023-10-05 02:19:57.445,"O atendimento foi bom, mais o app está deixando a desejar.",0,0,0,0
490587,2023-10-05 02:19:57.445,demora de mais o atendimento ,0,0,0,0
498700,2023-10-05 02:19:57.445,legal o atendimento ,0,0,0,0
496144,2023-10-05 02:19:57.445,"atendimento perfeito, e meu problema ja foi resolvido, obrigado ❤️",2,0,0,2
496002,2023-10-05 02:19:57.445,demora muito para atender,0,0,0,0
498810,2023-10-05 02:19:57.445,Queria sabe pk minha fatura não aparece do mês de outubro e não mim ajudaram em nada ,1,0,0,1
496947,2023-10-05 02:19:57.445,satisfeita com o atendimento muito bom ,2,0,0,2
498829,2023-10-05 02:19:57.445,Preciso de aumento de limite pra ficar os gastos em um único cartão mais ok,0,0,0,0
374831,2023-10-05 02:19:57.445,"poderia melhorar mas nós atendimentos,a pessoa passa horas e horas e ainda não consegui resolver o problema, não dão suporte o bastante ao cliente estou muito insastifeita,pelos os dias que tento resolver meu problema e nada foi resolvido ",0,0,0,0
485229,2023-10-05 02:19:57.445,Demorou muito pra me responder ,0,0,0,0
491051,2023-10-05 02:19:57.445,"Demora demais , e as mensagens não chega pra mim tenho que abrir o app ",0,0,0,0
498849,2023-10-05 02:19:57.445,gostaria de um atendente para resolver meu problema ,1,0,0,1
498907,2023-10-05 02:19:57.445,queria poder tirar duvida digitando,1,0,0,1
383771,2023-09-29 16:47:45.401,muito bom ,2,0,0,2
379813,2023-09-29 16:47:45.401,atendimento ruim,0,0,0,0
380627,2023-09-29 16:47:45.401,demora muito pra atender,0,0,0,0
384159,2023-09-29 16:47:45.401,gostei ,0,0,0,0
393260,2023-09-29 16:47:45.401,Demora demais a responder que a pessoa até esquece. ,0,0,0,0
394123,2023-09-29 16:47:45.401,Muito obrigada Ana!! amei o atendimento,2,0,0,2
394581,2023-09-29 16:47:45.401,"pedem direto pra eu indicar o cartão de crédito,como vou indicar algo que não conheço?escore bom,nome limpo e não libera minha função credito",2,0,0,2
393286,2023-09-29 16:47:45.401,excelente atendimento.,2,0,0,2
269162,2023-09-29 16:47:45.401,otimo,1,0,0,1
266689,2023-09-29 16:47:45.401,péssimo ,0,0,0,0
490206,2023-10-04 03:03:47.945,excelente ,2,0,0,2
487486,2023-10-04 03:03:47.945,muito  obrigado pela atenção ,2,0,0,2
490111,2023-10-04 03:03:47.945,Atendimento excelente ❤️,2,0,0,2
490260,2023-10-04 03:03:47.945,realmente quero falar com atendente ,1,0,0,1
490282,2023-10-04 03:03:47.945,assunto não resolvido ,2,0,0,2
490301,2023-10-04 03:03:47.945,"atendimento,  muito perfeito!",2,0,0,2
597704,2023-10-13 02:15:53.345,atendimento otimo,0,0,0,0
563956,2023-10-13 02:15:53.345,NÃO ME AJUDAM EM NADA!!,0,0,0,0
577084,2023-10-13 02:15:53.345,Ninguém me da um retorno sobre o meu problema,0,0,0,0
595110,2023-10-13 02:15:53.345,vcs demoram muito pra atender e responder as mensagens deixa muito no aguarde  e quando vamos ver a conversa já tem encerrado ,0,0,0,0
588365,2023-10-13 02:15:53.345,ótimo atendimento ,0,0,1,0
597778,2023-10-13 02:15:53.345,muito bom obrigado só falta ter a opção de a pessoa simular o empréstimo que aqui não tem vocês deveriam colocar a opção ,2,0,0,2
357741,2023-09-29 16:47:45.401,nao resolvi nad,1,0,0,1
357755,2023-09-29 16:47:45.401,resolver o q eu queria ,0,0,0,0
463489,2023-10-02 02:56:42.543,"uma bosta, demoram mais de horas para responder e nunca resolve o problema ",0,0,0,0
469218,2023-10-02 02:56:42.543,Foi clara e rápida.,1,0,0,1
462457,2023-10-02 02:56:42.543,demorou demias e nao resolveu minha situacao la ta como negativo sendo qhe ja paguei a entrada do parcelamento erro do sistema de vcs ,1,0,0,1
469427,2023-10-02 02:56:42.543,satisfeito ,1,0,0,1
338561,2023-09-29 16:47:45.401,"a data do fechamento da fatura e dia 14, precisei fazer uma compra, e não pude, porque a fatura ainda não estava fechada na data.",1,0,0,1
338567,2023-09-29 16:47:45.401,ótimo ,2,0,1,2
338621,2023-09-29 16:47:45.401,atendente boa,2,0,0,2
326640,2023-09-29 16:47:45.401,percimo,1,0,0,1
255244,2023-09-29 16:47:45.401,um pouco demorado mais bem explicado as informações ,1,0,0,1
256193,2023-09-29 16:47:45.401,Ótimo atendimento.,0,0,0,0
256184,2023-09-29 16:47:45.401,agradecida mesmo seja assim sempre ,1,0,0,1
250211,2023-09-29 16:47:45.401,Tudo ok,1,0,0,1
308659,2023-09-29 16:47:45.401,estou feliz em ser cliente do will bank e recomendo pra todo tambem para ser cliente ,0,0,0,0
589917,2023-10-12 02:18:16.641,Resolveu rápido ,1,0,0,1
531064,2023-10-12 02:18:16.641,demorou um pouco para resolver ,0,0,0,0
475969,2023-10-12 02:18:16.641,bom ,2,0,0,2
590199,2023-10-12 02:18:16.641,ótimo 😍,2,0,1,2
568129,2023-10-12 02:18:16.641,"ok,  foi resolvido ",2,0,0,2
570319,2023-10-12 02:18:16.641,fiquei desde ontem esperando das 13:20  atendimento e nada aí hoje responde rápido sem  esperar sacanagem ,0,0,0,0
568909,2023-10-12 02:18:16.641,🙂,1,0,0,1
579346,2023-10-12 02:18:16.641,Se hoje é o terceiro dia útil porque ainda não caiu a compensação. Fora que estou a 24h tentando atendimento no chat. É uma vergonha essa empresa e o descaso que ela tem com os cliente! ,0,0,0,0
576734,2023-10-12 02:18:16.641,o problema não foi resolvido o valor foi descontado da conta e o pix não caiu no destinatário ,2,0,0,2
570499,2023-10-12 02:18:16.641,gostaria de poder fazer outro empréstimo ,1,0,0,1
590266,2023-10-12 02:18:16.641,perfeito.,1,0,0,1
579838,2023-10-12 02:18:16.641,Peço que meu problema seja solucionado ,1,0,0,1
571314,2023-10-12 02:18:16.641,"super ótimo, estou muito agradecido.",2,0,1,2
567355,2023-10-12 02:18:16.641,vsi toma no seu cu fiquei 27 horas esperando seus merda,0,0,0,0
581798,2023-10-12 02:18:16.641,"ja bloqueie meu cartao , nao reconheço pois perdi o cartao .",1,0,0,1
587915,2023-10-12 02:18:16.641,"demora demais pra responder, ja tentei essa conversa três vezes, a ultima vez demorou mais de uma hora pra iniciar a conversa. Haja paciência ",0,0,0,0
285989,2023-09-29 16:47:45.401,Parabéns pela equipe maravilhosa Will ,1,0,0,1
309070,2023-09-29 16:47:45.401,meu cartão Will não chegou.,1,0,0,1
307088,2023-09-29 16:47:45.401,mais de duas horas de espera inadmissível. ,0,0,0,0
460472,2023-10-02 02:56:42.543,"zero, 2 vezes no mês aconteceu a msm coisa compra inexistente com um cartão novo aqui que vocês mesmo mandaram ",0,0,0,0
460297,2023-10-02 02:56:42.543,...,1,0,0,1
308584,2023-10-02 02:56:42.543,como posso continuar com vcs quando presciso tá fora do ar ,0,0,0,0
450062,2023-09-30 03:01:15.484,muito bom ,2,0,0,2
450075,2023-09-30 03:01:15.484,atendimento muito bom!!!,2,0,0,2
441627,2023-09-30 03:01:15.484,não consegui sanar minha dúvida ,0,0,0,0
449033,2023-09-30 03:01:15.484,excelente ,2,0,0,2
439197,2023-09-30 03:01:15.484,"Quero apenas mudar o número de celular , é email cadastrado mais ninguém tem competência pra isso",1,0,0,1
450240,2023-09-30 03:01:15.484,ta mostarndo outro endereço ,1,0,0,1
449331,2023-09-30 03:01:15.484,muito bom o atendimento ,2,0,0,2
252533,2023-09-29 16:47:45.401,conta muito boa,2,0,0,2
247167,2023-09-29 16:47:45.401,"Muito bom o atendimento, pessoas bem competente, sem reclamação, foi tudo perfeito ",2,0,0,2
487586,2023-10-13 02:15:53.345,"Foram várias tentativas,mas sei devido a minha ansiedade querer tudo na hora,mas até o momento,muito obg por fazer a declaração pra mim! Parabéns ",1,0,0,1
599293,2023-10-13 02:15:53.345,atendimento mim suspriendeu,0,0,0,0
582824,2023-10-13 02:15:53.345,"eu sei que a fatura está paga mas quero minha fatura no email, não rebebi",1,0,0,1
512959,2023-10-06 02:17:25.716,show ,1,0,0,1
500307,2023-10-06 02:17:25.716,voces demora muito para responder e não da uma resposta objetiva  do poblema ,0,0,0,0
512954,2023-10-06 02:17:25.716,obrigado pelo atendimento ,2,0,0,2
513007,2023-10-06 02:17:25.716,"gostaria de conversar no chat do app sem que precisasse ta escolhendo opcoes, ser mais aberto, do mais a agulidade em responder e perfeita ",0,0,0,0
418162,2023-10-06 02:17:25.716,muito atenciosa ❤️,2,0,0,2
505872,2023-10-06 02:17:25.716,não me ajudou,0,0,0,0
513144,2023-10-06 02:17:25.716,ñ vejo a hora de resolver minhas pendências pra ter meu cartão de volta Obrigada ,2,0,0,2
513157,2023-10-06 02:17:25.716,Gostaria de ter falado com uma pessoa,1,0,0,1
513196,2023-10-06 02:17:25.716,show,1,0,0,1
513191,2023-10-06 02:17:25.716,"Meu cartão está  entrega em reprogramação, oque isso quer dizer. ",0,0,0,0
306439,2023-09-29 16:47:45.401,super atencioso,1,0,0,1
311286,2023-09-29 16:47:45.401,😍,1,0,0,1
308040,2023-09-29 16:47:45.401,Preciso melhorar ,0,0,0,0
273906,2023-09-29 16:47:45.401,não tive o atendimento.. enrrola de mais e não é solucionado a duvida,0,0,0,0
446273,2023-09-30 03:01:15.484,gostei ,0,0,0,0
446276,2023-09-30 03:01:15.484,"cartão perfeito , e atendimento Ótimo 🤩",0,0,0,0
446260,2023-09-30 03:01:15.484,nao deu certo quando coloco o CVC manda eu vim no chat,1,0,0,1
423419,2023-09-30 03:01:15.484,"Ótimo atendimento ❤️
",0,0,0,0
449205,2023-09-30 03:01:15.484,belo atendimento,0,0,0,0
449686,2023-09-30 03:01:15.484,atendimento ótimo ,0,0,1,0
449675,2023-09-30 03:01:15.484,bom,2,0,0,2
431504,2023-09-30 03:01:15.484,pêssima,1,0,0,1
375384,2023-09-29 16:47:45.401,não resolveu nada ,0,0,0,0
537869,2023-10-13 02:15:53.345,"me ajudou muito, obrigado ",2,0,0,2
567140,2023-10-13 02:15:53.345,Demora demais para responder ,0,0,0,0
598507,2023-10-13 02:15:53.345,"Atendimento muito cordial, agradeço compreensão, analisou meu caso da melhor forma.",0,0,0,0
583323,2023-10-13 02:15:53.345,Boa noite. Demorou quase 2 dias pra resolver. Mais graças à JEOVÁ DEUS e a vcs deu tudo certo. Muito obrigado. ,2,0,0,2
582790,2023-10-12 02:18:16.641,"pessimo, a semana tento falar com vocês e não consigo, pq simplismente vocês demoram a responder, não notifica a msg no celular e quandovou entrar a conversa ja foi encerada. E meu celular tá ligado sim com as notificações desse app ",0,0,0,0
589059,2023-10-12 02:18:16.641,excelente ,2,0,0,2
554864,2023-10-12 02:18:16.641,Incompetência total ,1,0,0,1
589146,2023-10-12 02:18:16.641,topzeira ✌️,1,0,0,1
589064,2023-10-12 02:18:16.641,tirei minhas dúvidas ,1,0,0,1
580761,2023-10-12 02:18:16.641,"Poxa vida gente atendimento de vocês e horrível, poxa vida nunca consigo resolver o problema desse meu cartão de crédito físico com vocês ",0,0,0,0
589154,2023-10-12 02:18:16.641,ótimo atendimento,0,0,1,0
575292,2023-10-12 02:18:16.641,"Totalmente insatisfeito,dois dias precisando de um retorno e vocês nesse jogo de um passa pro outro e ninguém fala nada com nada,só aguarde e fora a demora pra responder,tá levando de 30 minutos a 1 dia.",0,0,0,0
589120,2023-10-12 02:18:16.641,"muito bom,eficiente ",2,0,0,2
566464,2023-10-12 02:18:16.641,demora em responder,0,0,0,0
475276,2023-10-06 02:17:25.716,Demora muito pra atender,0,0,0,0
511817,2023-10-06 02:17:25.716,ótimo atendimento  nota 10,0,0,1,0
487030,2023-10-06 02:17:25.716,uma vida pra responder o chat,1,0,0,1
308046,2023-10-06 02:17:25.716,Queria um cartão de credito ,1,0,0,1
515713,2023-10-06 02:17:25.716,top,1,0,0,1
400329,2023-10-06 02:17:25.716,Nunca resolvem nada,0,0,0,0
515760,2023-10-06 02:17:25.716,o atendimento é excelente ,2,0,0,2
515697,2023-10-06 02:17:25.716,super atenciosa ,1,0,0,1
512458,2023-10-06 02:17:25.716,ate agora tuid bem!  ,1,0,0,1
503308,2023-10-06 02:17:25.716,demora demais pra responder ,0,0,0,0
515852,2023-10-06 02:17:25.716,"quero saber o por que estar dando erro na entrega no meu cartão, pois o endereço estar certo?!",1,0,0,1
608863,2023-10-14 02:52:06.895,so deveria poder antecipar ou quitar parcelas do csrtao ,1,0,0,1
609083,2023-10-14 02:52:06.895,Atendimento excelente 😉,2,0,0,2
596267,2023-10-14 02:52:06.895,ótimo atendimento ,0,0,1,0
609144,2023-10-14 02:52:06.895,ok,2,0,0,2
591199,2023-10-13 02:15:53.345,desde ontem tentando falar com vocês mais tá dificio,0,0,0,0
584824,2023-10-13 02:15:53.345,estou tentando resolver a dias um problema e só colocam várias desculpas e encerram o atendimento ,0,0,0,0
578169,2023-10-13 02:15:53.345,demora muito,2,0,0,2
595100,2023-10-13 02:15:53.345,atendimento ótimo ,0,0,1,0
592839,2023-10-13 02:15:53.345,bom atendimento ,2,0,0,2
536746,2023-10-13 02:15:53.345,não tive retorno ,1,0,0,1
597341,2023-10-13 02:15:53.345,ótimo atendimento ,0,0,1,0
575472,2023-10-13 02:15:53.345,o atendimento nao foi disponibilizado no momento da solicitacao ,0,0,0,0
597357,2023-10-13 02:15:53.345,amo wil. ❤ foi o melhor cartao,1,0,0,1
294444,2023-09-29 16:47:45.401,muito eficiente.,2,0,0,2
294687,2023-09-29 16:47:45.401,muito bom ,2,0,0,2
294510,2023-09-29 16:47:45.401,nota 10,1,0,0,1
292386,2023-09-29 16:47:45.401,Ótimo atendimento ,0,0,0,0
248391,2023-09-29 16:47:45.401,muito obrigado ,2,0,0,2
248433,2023-09-29 16:47:45.401,falta de continuidade no atendimento ,0,0,0,0
443122,2023-09-30 03:01:15.484,não notifica quando voces respondem e depois finaliza e não resolve ,0,0,0,0
451881,2023-09-30 03:01:15.484,otimoo,1,0,0,1
492027,2023-10-05 02:19:57.445,"Ridículo, em pleno século XXI a empresa não ter outro tipo de reconhecimento de identificação a não ser foto, lamentável.",1,0,0,1
485323,2023-10-05 02:19:57.445,um século pra responder a gente,0,0,0,0
473017,2023-10-05 02:19:57.445,Bom atendimento ,2,0,0,2
494525,2023-10-05 02:19:57.445,🫶,1,0,0,1
495649,2023-10-05 02:19:57.445,Bom,2,0,0,2
492728,2023-10-05 02:19:57.445,Demora no atendimento,0,0,0,0
490808,2023-10-05 02:19:57.445,fiquem ciente que não vou pagar por uma compra que não fiz no cartão ,0,0,0,0
479242,2023-10-05 02:19:57.445,"Top , gostei da disposição ",0,0,0,0
583532,2023-10-13 02:15:53.345,gostaria q fosse atendida com mais rapidez ,1,0,0,1
567640,2023-10-13 02:15:53.345,"Demora grande,  depois de 24 hs esperando,  vcs responderam ",0,0,0,0
584147,2023-10-13 02:15:53.345,nao,0,0,0,0
592626,2023-10-13 02:15:53.345,"antes seu atendimento era péssimo, melhorou bastante...parabens",0,0,0,0
592501,2023-10-13 02:15:53.345,"antes seu atendimento era horroroso,melhorou bastante,, parabens",0,0,0,0
574921,2023-10-13 02:15:53.345,Demorou de mais pra atender pedi atendimento ontem 10/10 veio atender hj 11/10 deixou muito a desejar fiquei decepcionada com o Will ,0,0,0,0
555381,2023-10-13 02:15:53.345,péssimo atendimento ,0,0,0,0
572787,2023-10-13 02:15:53.345,péssimo infelizmente ,0,0,0,0
592693,2023-10-13 02:15:53.345,muito bom,2,0,0,2
621313,2023-10-16 02:16:24.366,Muito obrigada pela atenção ,2,0,0,2
600491,2023-10-16 02:16:24.366,perfeito,1,0,0,1
622387,2023-10-16 02:16:24.366,"ótimo atendimento, explicou tudo direitinho ",0,0,1,0
620466,2023-10-16 02:16:24.366,e,1,0,0,1
517666,2023-10-06 02:17:25.716,"o atendimento foi excelente, super rapido e compreensível 💛☺️",2,0,0,2
515253,2023-10-06 02:17:25.716,N,1,0,0,1
518375,2023-10-06 02:17:25.716,melhor empresa ,1,0,0,1
510034,2023-10-06 02:17:25.716,A melhor de todas q já mim atendeu ❤️,1,0,0,1
518247,2023-10-06 02:17:25.716,ótimo atendimento..  rápido e objetivo ,0,0,1,0
514106,2023-10-06 02:17:25.716,excelente atendimento ,2,0,0,2
510694,2023-10-06 02:17:25.716,Mesmo triste pela minha situação. O atendimento do Maycon foi ótimo.,2,0,1,2
518203,2023-10-06 02:17:25.716,Muito educada e rapida em revolver meu problema,2,0,0,2
507791,2023-10-16 02:16:24.366,Will Bank e show,2,0,0,2
415998,2023-10-16 02:16:24.366,pessimo,1,0,0,1
560069,2023-10-16 02:16:24.366,mudei de email ,1,0,0,1
619204,2023-10-16 02:16:24.366,otimo,1,0,0,1
600152,2023-10-16 02:16:24.366,Muito obrigado pela ajuda eu amor vcs,2,0,0,2
520059,2023-10-06 02:17:25.716,queria falar com atendente,1,0,0,1
515074,2023-10-06 02:17:25.716,moço eu nao fico com o celular o tempo todo por isso nao vi quando me responderam ,0,0,0,0
520108,2023-10-06 02:17:25.716,atendimento ótimo ,0,0,1,0
507334,2023-10-06 02:17:25.716,"Eu não recebi o estorno, aparece que foi estornado mas o valor não virou credito e nem debito, e agora as faturas ainda estão vindo com as parcelas pra eu pagar",0,0,0,0
492947,2023-10-06 02:17:25.716,bom,2,0,0,2
511998,2023-10-06 02:17:25.716,👍🏽👍🏽👍🏽👍🏽👍🏽,1,0,0,1
520217,2023-10-06 02:17:25.716,ótimo atendimento ,0,0,1,0
374734,2023-10-06 02:17:25.716,"Obrigado 
",2,0,0,2
377351,2023-09-29 16:47:45.401,quero pagar a fatura e nao consigo ja nao gostei do sistema de voces ,0,0,0,0
340703,2023-09-29 16:47:45.401,"Muito atenciosa ,a atendente Laisa.",2,0,0,2
