,id_issue,mes_chat,SENTIMENTO,TIPO_MSG,hierarquia_4,ds_cluster_sociodemographic,ds_message,ds_message_tratada,n_palavras,sentiment,fx_sentiment
292,17747831,2023-07-01,,,Uso do cartão de débito,"17 - Mulher, 25 a 40 anos, Sudeste e Sul","['Mandei para vc o comprovante da loja','Passei o cartao de debito para efetuar uma compra no valor de 30,00 na quinta feira dia 19/07 as 13:39 e a compra nao foi autorizada','e infelismente rive q repetir o pagamento onde o mesmo foi autorizado sendo q os 30,00 que passou primeiro foi descontado','espero que hoje que completa 3 dias o valor retorne para minha conta.','Vc pegaram o pagamento','Cartão físico','Pagamento negado pela empresa do cartão','Compra não autorizada','Como mandei nas fotos','Responder mensagem de antes','Sim 30,00','Agora passou para 5','Ai por conta disso a conta que iria pagar com esse valor que foi descontado fica em atraso','vou estar aguardando','mais e a primeira vez que vejo isso pq se nao foi realizado e eu mandei os comprovantes mais oq precisa ser analisado.','Estranho era 3 dias','Mais ate a foto do relatorio da loja mandei','ai espera 3 dias depois mais 5  total de 8 dias para analisar oq se ja mandei o comprovante ?','Problema com compra','Desde quinta me foi informado e dias hoje vc me informa que sao 5 dias nao entendi.','Que nao foi autorizado o pagamento','O prazo e ate hoje nao passou','como falei ate o fim do dia completa os 3 dias ai agora vc falar q sao mais 5 dias ?','Ja aconteceu isso uma vez com pix e foi estornado sem eu ter que reclamar.']",['mandei para vc o comprovante da loja' 'passei o cartao de debito para efetuar uma compra no valor de   na quinta feira dia  as   e a compra nao foi autorizada' 'e infelismente rive q repetir o pagamento onde o mesmo foi autorizado sendo q os   que passou primeiro foi descontado' 'espero que hoje que completa  dias o valor retorne para minha conta ' 'vc pegaram o pagamento' 'cartao fisico' 'pagamento negado pela empresa do cartao' 'compra nao autorizada' 'como mandei nas fotos' 'responder mensagem de antes' 'sim  ' 'agora passou para ' 'ai por conta disso a conta que iria pagar com esse valor que foi descontado fica em atraso' 'vou estar aguardando' 'mais e a primeira vez que vejo isso pq se nao foi realizado e eu mandei os comprovantes mais oq precisa ser analisado ' 'estranho era  dias' 'mais ate a foto do relatorio da loja mandei' 'ai espera  dias depois mais  total de  dias para analisar oq se ja mandei o comprovante ' 'problema com compra' 'desde quinta me foi informado e dias hoje vc me informa que sao  dias nao entendi ' 'que nao foi autorizado o pagamento' 'o prazo e ate hoje nao passou' 'como falei ate o fim do dia completa os  dias ai agora vc falar q sao mais  dias ' 'ja aconteceu isso uma vez com pix e foi estornado sem eu ter que reclamar '],249,-0.9074,negativo
324,16531971,2023-05-01,,,Dúvidas campanha,"10 - Mulher, Solteira, Até 24 anos, cidade Pequena do Nordeste","['Elas ficam na barra de notificação mas não ficam no e-mail','Antes chegava coisas lá todos os dias e agora não chega mais','Eu vou pagar minha fatura aí vejo como é que fica','Isso ','ficam nas motivações','Certo','todas que chegam não ficam lá no e-mail como era antes','Chegou e-mail nele na sexta feira','Eu mudei de celular mais o e-mail é o mesmo e não está chegando notificação do meu cartão lá','Belarminosamire@gmail.com','Que foi o dia que troquei de celular']",['elas ficam na barra de notificacao mas nao ficam no e mail' 'antes chegava coisas la todos os dias e agora nao chega mais' 'eu vou pagar minha fatura ai vejo como e que fica' 'isso ' 'ficam nas motivacoes' 'certo' 'todas que chegam nao ficam la no e mail como era antes' 'chegou e mail nele na sexta feira' 'eu mudei de celular mais o e mail e o mesmo e nao esta chegando notificacao do meu cartao la' 'belarminosamire@gmail com' 'que foi o dia que troquei de celular'],89,-0.9313,negativo
394,17762636,2023-07-01,,,Token E-mail,"3 - Mulher, Solteira, 35 anos ou mais, cidade Média do Sudeste ou Sul, ensino até o superior cursando ou pós-graduação","['Estou realmente descontente com serviço prestado por todos da equipe e tbm com a plataforma do banco. Infelizmente nem diretamente com atendente via ligação pode ser resolvido','Aqui no chat eh horas e horas pra me responder','Ha mais de semana que tento desbloquear meu app ja entrei em contato com os atendentes','ja tentei por aqui diversas vezes mas nada eh feito','simplesmente os tokens chegam no meu email com mais de 8h de atraso','Falar de outra coisa','Mas infelizmente o suporte do banco realmente deixa a desejar,.pq nada eh resolvido','e faz mais de uma semana']",['estou realmente descontente com servico prestado por todos da equipe e tbm com a plataforma do banco infelizmente nem diretamente com atendente via ligacao pode ser resolvido' 'aqui no chat eh horas e horas pra me responder' 'ha mais de semana que tento desbloquear meu app ja entrei em contato com os atendentes' 'ja tentei por aqui diversas vezes mas nada eh feito' 'simplesmente os tokens chegam no meu email com mais de h de atraso' 'falar de outra coisa' 'mas infelizmente o suporte do banco realmente deixa a desejar pq nada eh resolvido' 'e faz mais de uma semana'],99,-0.9193,negativo
411,16442976,2023-05-01,,,Não reconhecimento de PIX,"31 - Mulher, 41 anos ou mais, Centro-Oeste e Norte","['Sim mais não  consegui','Mais opções','Olá','Alguém fala comigo','Aí eu fiz o pix imediato','E porque fiz um pix e depois descobri q foi um golpe. Passei 300.0 do meu pix.','Tem um amiga q caiu num golpe tbm.o banco conseguiu bloquear a canta deles','Meu arquivo não suporta o q deve fazer','Moço eu fiz um pix de 300.0 cair foi num golpe o q deve fazer','Pix','Tou tentando enviar o comprovante mais tá difício','Tenho o comprovante','Em nome de Felipe Aparecido dos Santos','Vc pode mim ajudar  .tem jeito de vcs fazer o cancelamento do pix enviado..','Eu gastaria de saber o q deve','Meu marido tá desempregado. O serviço era pra começar na segunda. Eles pediram 300.reais. pra comprar o uniforme..','A grana já tá na conta! Pix com velocidade e segurança é no will. Ainda não tem o cartão do will? Faça seu pedido no link abaixo','e aumente sua chance de aprovação 💛 https://will.onelink.me/3u0P/hqwnxf8c','Tou aguardando um retorno','Foi um anuncio de emprego...','Vcs consegue bloquear a conta dele','Pix não caiu no outro banco','Vcs não teria como vcs bloquear a conta deles.??']",['sim mais nao consegui' 'mais opcoes' 'ola' 'alguem fala comigo' 'ai eu fiz o pix imediato' 'e porque fiz um pix e depois descobri q foi um golpe passei   do meu pix ' 'tem um amiga q caiu num golpe tbm o banco conseguiu bloquear a canta deles' 'meu arquivo nao suporta o q deve fazer' 'moco eu fiz um pix de   cair foi num golpe o q deve fazer' 'pix' 'tou tentando enviar o comprovante mais ta dificio' 'tenho o comprovante' 'em nome de felipe aparecido dos santos' 'vc pode mim ajudar  tem jeito de vcs fazer o cancelamento do pix enviado ' 'eu gastaria de saber o q deve' 'meu marido ta desempregado o servico era pra comecar na segunda eles pediram  reais pra comprar o uniforme ' 'a grana ja ta na conta pix com velocidade e seguranca e no will ainda nao tem o cartao do will faca seu pedido no link abaixo' 'e aumente sua chance de aprovacao  aguardando um retorno' 'foi um anuncio de emprego  ' 'vcs consegue bloquear a conta dele' 'pix nao caiu no outro banco' 'vcs nao teria como vcs bloquear a conta deles  '],202,-0.9688,negativo
471,15333233,2023-04-01,,,Token SMS,"25 - Homem, 41 anos ou mais, Sudeste e Sul","['O atendimento com o cliente é péssimo',' meu Deus.','O motivo do meu contato foi esse apenas.','Cadê vc Gabriel??????.','⁹','Como assim  alterar endereço? Dá pra explicar.','??????????????????','O primeiro tel. é  OI já o segundo é VIVO','Eu já fiz isso.','Nas minhas mensagens  não  tem nada ,solicitei ainda ontem a recuperação de minha senha ,ficou de ser enviada via SMS e nada até  agora','Sim sem poblema ,pode alterar',' é aí pode enviar a senha.','Poxa tá  difícil hein ?????? Tô a  Tarde toda te aguardando responder. ???????','????','Não tem ninguém?....','Oi boa tarde eu só preciso da senha do meu cartão','porque não  lembro estou Dedé ontem tentando ,já mandei mensagem disse que ia vim por SMS e até  agora  nada.','Bom dia me chamo Nilson e  preciso resgatar minha senha poi não  lembro ','solicitei ontem ,foi me dito que seria enviada por SMS e até  agora  nada.','Entrega do cartão','Eu só quero recuperar minha senha que não lembro',' para comprar em loja física.','Cara eu fiz esse procedimento ontem e não  veio respostas ','se eu fizer de novo agora a situação vão ser a mesma    ',',',' vão informar  que no prazo de 24 horas enviaram pelo tel via SMS  ','   eu só quero minha senha da pra vc entender?','Atendimento muito ruim tô desde ontem buscando auxílio para recuperar minha senha.','Eu só preciso da minha senha para usar em lojas físicas  pois eu  não lembro','eu já  tenho  meu cartão.','???????','Não recebi o link de acompanhamento da entrega','??????','(13) 988133044  Operadora OI','Não  ,eu preciso da minha senha  que eu esqueci',' eu quero comprar em loja física e não  sei mais a senha.','Tá certo?','Cadê vc ?','Já passou do prazo e não recebi','Mano   teu atendimento é  péssimo',' assim é com essa equipe da Will','muito despreparo com atendimento s em geral',' em um caso de roubo o cliente  tá f***do. Um século  para atender e outros ilo para conversar com o cliente.','Tá aí ainda ????','Sim o da Oi é  o de cadastro','Pode mandar o número da senha pelo segundo  número   é meu também.','Tenho 2 vou passar o primeiro: 13 988133044  e 13 997493492','Cadê  vcs equipe Will?','E não tive respostas ',' Poxa até agora vc me segurou aqui só pra me dizer isso ','eu já fiz esse procedimento e não veio respostas ','poxa eu tô falando isso desde o inicio  conversa .']",['o atendimento com o cliente e pessimo' ' meu deus ' 'o motivo do meu contato foi esse apenas ' 'cade vc gabriel    ' ' ' 'como assim alterar endereco da pra explicar ' '         ' 'o primeiro tel e oi ja o segundo e vivo' 'eu ja fiz isso ' 'nas minhas mensagens nao tem nada solicitei ainda ontem a recuperacao de minha senha ficou de ser enviada via sms e nada ate agora' 'sim sem poblema pode alterar' ' e ai pode enviar a senha ' 'poxa ta dificil hein    to a tarde toda te aguardando responder     ' '  ' 'nao tem ninguem   ' 'oi boa tarde eu so preciso da senha do meu cartao' 'porque nao lembro estou dede ontem tentando ja mandei mensagem disse que ia vim por sms e ate agora nada ' 'bom dia me chamo nilson e preciso resgatar minha senha poi nao lembro ' 'solicitei ontem foi me dito que seria enviada por sms e ate agora nada ' 'entrega do cartao' 'eu so quero recuperar minha senha que nao lembro' ' para comprar em loja fisica ' 'cara eu fiz esse procedimento ontem e nao veio respostas ' 'se eu fizer de novo agora a situacao vao ser a mesma  ' ' ' ' vao informar que no prazo de  horas enviaram pelo tel via sms ' '  eu so quero minha senha da pra vc entender ' 'atendimento muito ruim to desde ontem buscando auxilio para recuperar minha senha ' 'eu so preciso da minha senha para usar em lojas fisicas pois eu nao lembro' 'eu ja tenho meu cartao ' '    ' 'nao recebi o link de acompanhamento da entrega' '   ' '( )  operadora oi' 'nao  eu preciso da minha senha que eu esqueci' ' eu quero comprar em loja fisica e nao sei mais a senha ' 'ta certo ' 'cade vc ' 'ja passou do prazo e nao recebi' 'mano  teu atendimento e pessimo' ' assim e com essa equipe da will' 'muito despreparo com atendimento s em geral' ' em um caso de roubo o cliente ta f***do um seculo para atender e outros ilo para conversar com o cliente ' 'ta ai ainda   ' 'sim o da oi e o de cadastro' 'pode mandar o numero da senha pelo segundo numero  e meu tambem ' 'tenho  vou passar o primeiro    e  ' 'cade vcs equipe will ' 'e nao tive respostas ' ' poxa ate agora vc me segurou aqui so pra me dizer isso ' 'eu ja fiz esse procedimento e nao veio respostas ' 'poxa eu to falando isso desde o inicio conversa '],481,-0.9895,negativo
472,16762136,2023-06-01,,,Pagamento de Boleto,"6 - Homem, Solteiro, Entre 25 e 34 anos, cidade Média do Nordeste, ensino até o superior cursando ou pós-graduação","['Não','não tenho acesso ao aplicativo do PAG.','No sábado dia 10/06','Tá bom','Sim','tentei. Aparece a mesma mensagem.','Boleto de Parcelamento Cartão PAG','Estou bem','e você?','Eu estou bem e você?','Duas imagens de dois aplicativos de banco que estou tentando pagar.','“ Boleto não registrado. Aguarde alguns minutos ou contate o emissor do boleto. “','Estou com o boleto e já tentei pagar pelo aplicativo do meu banco','já fui na lotérica e não conseguimos pagar.','Oi','Bom dia Luanna.','Eu não estou conseguindo realizar o pagamento com essa fatura.','Falar de outra coisa','Oi','Bom dia!','Tentei em outro banco também.','Oi','Bom dia Daniel','Seria do Cartão PAG.','Sem problemas. ☺️','Essa mensagem que aparece quando tento pagar.','Por nada.']","['nao' 'nao tenho acesso ao aplicativo do pag ' 'no sabado dia ' 'ta bom' 'sim' 'tentei aparece a mesma mensagem ' 'boleto de parcelamento cartao pag' 'estou bem' 'e voce ' 'eu estou bem e voce ' 'duas imagens de dois aplicativos de banco que estou tentando pagar ' '"" boleto nao registrado aguarde alguns minutos ou contate o emissor do boleto ""' 'estou com o boleto e ja tentei pagar pelo aplicativo do meu banco' 'ja fui na loterica e nao conseguimos pagar ' 'oi' 'bom dia luanna ' 'eu nao estou conseguindo realizar o pagamento com essa fatura ' 'falar de outra coisa' 'oi' 'bom dia ' 'tentei em outro banco tambem ' 'oi' 'bom dia daniel' 'seria do cartao pag ' 'sem problemas ' 'essa mensagem que aparece quando tento pagar ' 'por nada ']",138,-0.9209,negativo
505,15465948,2023-04-01,,,Uso do cartão de débito,"19 - Mulher, 41 anos ou mais, Nordeste","['Com urgência','Ooii','E tá dando erro','Não consigo fazer uma compra no cartão','Antes da data','Já posso realizar a compra pelo cartão hj','Não vai dar erro mas não ?','Tem como liberar mas limite pq vc não liberam nunca','Dúvida sobre uma compra','Oii','E sobre limite','Não se não passa volto aqui','Se n der certo volto aqui','E estou precisando passa essa compra hj','Minha dúvida não é essa','Já fiz os procedimentos e não liberam pago direitinho','Já coloquei a senha certa','Aguardo','Oiii','Fui fazer uma compra no cartão e não passou disse pra entrar em contato com suporte','Já posso passar pra fazer a compra?','Oq eu faço? Preciso passa hj rzs compra','Não poderia ser liberado mas não outra empresa libera mas limite q vcs','É mesmo Assim não foi','E mesmo assim vcs n libera','Vou fazer novamente','Novamente']",['com urgencia' 'ooii' 'e ta dando erro' 'nao consigo fazer uma compra no cartao' 'antes da data' 'ja posso realizar a compra pelo cartao hj' 'nao vai dar erro mas nao ' 'tem como liberar mas limite pq vc nao liberam nunca' 'duvida sobre uma compra' 'oii' 'e sobre limite' 'nao se nao passa volto aqui' 'se n der certo volto aqui' 'e estou precisando passa essa compra hj' 'minha duvida nao e essa' 'ja fiz os procedimentos e nao liberam pago direitinho' 'ja coloquei a senha certa' 'aguardo' 'oiii' 'fui fazer uma compra no cartao e nao passou disse pra entrar em contato com suporte' 'ja posso passar pra fazer a compra ' 'oq eu faco preciso passa hj rzs compra' 'nao poderia ser liberado mas nao outra empresa libera mas limite q vcs' 'e mesmo assim nao foi' 'e mesmo assim vcs n libera' 'vou fazer novamente' 'novamente'],149,-0.9551,negativo
517,15191549,2023-04-01,,,Cancelamento de cartão de débito,"21 - Mulher, Até 24 anos, Nordeste","['Pode me responder por favor','?????????','estefannesaantos@gmail.com 19/07/2000 081.954.145-16 79 9 9646-3772','QUERO CANCELAR A MINHA CONTA E O PEDIDO DO CARTÃO.','Eu não tenho um motivo específico','apenas não vou querer mais.','???????','Quero cancelar o pedido do meu cartão.','Eu quero cancelar mesmo','Eu quero cancelar a minha conta e o pedido do cartão.','Falar de outra coisa']",['pode me responder por favor' '     ' 'estefannesaantos@gmail com         ' 'quero cancelar a minha conta e o pedido do cartao ' 'eu nao tenho um motivo especifico' 'apenas nao vou querer mais ' '    ' 'quero cancelar o pedido do meu cartao ' 'eu quero cancelar mesmo' 'eu quero cancelar a minha conta e o pedido do cartao ' 'falar de outra coisa'],77,-0.902,negativo
533,15723206,2023-04-01,,,Dúvidas FGTS,"31 - Mulher, 41 anos ou mais, Centro-Oeste e Norte","['Mas essa parte também não está funcionando também','Eu acho que sim','É porque eu fiz o empréstimo do do FGTS e não consegui fazer o pix eo dinheiro está na conta','O que eu sacar o meu dinheiro que está na conta','Falar de outra coisa','Beleza mais se não funcionar?','Eu não estou conseguindo tirar print','Como funciona o pagamento','Vocês resolve aí porque se não vou consultar meu advogado pra vê o que posso fazer sobre isso','Por que a área do do pix não está funcionando?','Já está na conta mais não posso fazer o pix','Me responde aí','Só aparece tela escura não aparece nada','Empréstimo e FGTS','Eu quero saber porque vocês não liberou o meu empréstimo do FGTS?','Eu fiz o empréstimo ontem eo dinheiro já está na conta mas não consegui fazer o pix']",['mas essa parte tambem nao esta funcionando tambem' 'eu acho que sim' 'e porque eu fiz o emprestimo do do fgts e nao consegui fazer o pix eo dinheiro esta na conta' 'o que eu sacar o meu dinheiro que esta na conta' 'falar de outra coisa' 'beleza mais se nao funcionar ' 'eu nao estou conseguindo tirar print' 'como funciona o pagamento' 'voces resolve ai porque se nao vou consultar meu advogado pra ve o que posso fazer sobre isso' 'por que a area do do pix nao esta funcionando ' 'ja esta na conta mais nao posso fazer o pix' 'me responde ai' 'so aparece tela escura nao aparece nada' 'emprestimo e fgts' 'eu quero saber porque voces nao liberou o meu emprestimo do fgts ' 'eu fiz o emprestimo ontem eo dinheiro ja esta na conta mas nao consegui fazer o pix'],144,-0.9134,negativo
591,17249049,2023-07-01,negativo,duvida,Parcelamento de fatura,"27 - Homem, 25 a 40 anos, Centro-Oeste e Norte","['Responder mensagem de antes','Foi feito o parcelamento','Paguei 800 e ficou o restante','Quanto que resta ainda?','Tentei adiantar mas um pouco e não consegui','800','Eu fiz o parcelamento aí agora vem juros dnovo????','Já tem umas 3 vezes q e juros encima de juros e vcs não resolvem','E vcs dizem q vão ver e nada','Isso','O parcelamento foi entrada de 800 e o restante em uma parcela','Eu adiantei um valor da fatura fiz a renegociação','Ver no histórico ver converssa aí quantos juros venho pagando','Tô tentando antecipar pra pagar mais não tem como aí vem mas juros????? A fatura só tá dando o valor integral sem descontar os 800 q paguei e eu q sou culpado ??? Tenho q pagar mas juros???','Ando os comprovante sempre e mesmo assim não serve???','Eu paguem 800 só voltou 500 e pouco de limite até aí tudo bem mas agora vem mas juros??????','Vcs só podem tá de brincadeira']",['responder mensagem de antes' 'foi feito o parcelamento' 'paguei  e ficou o restante' 'quanto que resta ainda ' 'tentei adiantar mas um pouco e nao consegui' ' ' 'eu fiz o parcelamento ai agora vem juros dnovo  ' 'ja tem umas  vezes q e juros encima de juros e vcs nao resolvem' 'e vcs dizem q vao ver e nada' 'isso' 'o parcelamento foi entrada de  e o restante em uma parcela' 'eu adiantei um valor da fatura fiz a renegociacao' 'ver no historico ver converssa ai quantos juros venho pagando' 'to tentando antecipar pra pagar mais nao tem como ai vem mas juros   a fatura so ta dando o valor integral sem descontar os  q paguei e eu q sou culpado   tenho q pagar mas juros  ' 'ando os comprovante sempre e mesmo assim nao serve  ' 'eu paguem  so voltou  e pouco de limite ate ai tudo bem mas agora vem mas juros   ' 'vcs so podem ta de brincadeira'],176,-0.9733,negativo
592,17231651,2023-07-01,,,Gestão de Extrato,"16 - Homem, 25 a 40 anos, Nordeste","['Ele falou que foi pelo gov.com','Gov.com','Informando','E ele mim pediram uma declaração','Obg.','O rapaz mim mandou o link','Dar pra enviar por e-mail?','Vcs poderia mim enviar a análise que fizeram?','Pedi pra mim confirma a idade da minha mãe mas não aparece o dia certo','Entendi agr uma pergunta','Quero saber que dívida é essa que estar aparecendo aí que nem  no sistema de vcs aparecem,e lá no gov.com aparece','Já estou com cinco hrs esperando e vcs encerram a conversa em 40 minuto se não responder','breno13arruda@gmail.com','Pois estou precisando muito','Vc poderia mim passar uma declaração pra mim mostrar pra ele e conseguir compra a casa,pq por conta desse dívida aí que aparece na tá dando crt','Entrei e Estar aí','Sim desejo','A conversa ainda não chegou na minha pergunta','Assim quem mim mandou essa imagem de onde aparece essa dívida,foi o rapaz que estou comprando uma casa pela caixa econômica aí ele que mim repassou','O valor que estar aí não estar em nenhuma fatura minha','Mas eu já fiz o tenho foto aqui','Vou mandar outra só um minuto','???','Tem alguém aí que possa tirar minha dúvida','Ai eu tava precisando de uma declaração pra prova pra caixa que não devo nada e consegui compra a casa','Como não entendi?','Vou entrar nele agr','Tentei entrar mas as informações que mandaram eu confirmar não batem e nem tem a opção de trocar']",['ele falou que foi pelo gov com' 'gov com' 'informando' 'e ele mim pediram uma declaracao' 'obg ' 'o rapaz mim mandou o link' 'dar pra enviar por e mail ' 'vcs poderia mim enviar a analise que fizeram ' 'pedi pra mim confirma a idade da minha mae mas nao aparece o dia certo' 'entendi agr uma pergunta' 'quero saber que divida e essa que estar aparecendo ai que nem no sistema de vcs aparecem e la no gov com aparece' 'ja estou com cinco hrs esperando e vcs encerram a conversa em  minuto se nao responder' 'breno arruda@gmail com' 'pois estou precisando muito' 'vc poderia mim passar uma declaracao pra mim mostrar pra ele e conseguir compra a casa pq por conta desse divida ai que aparece na ta dando crt' 'entrei e estar ai' 'sim desejo' 'a conversa ainda nao chegou na minha pergunta' 'assim quem mim mandou essa imagem de onde aparece essa divida foi o rapaz que estou comprando uma casa pela caixa economica ai ele que mim repassou' 'o valor que estar ai nao estar em nenhuma fatura minha' 'mas eu ja fiz o tenho foto aqui' 'vou mandar outra so um minuto' '  ' 'tem alguem ai que possa tirar minha duvida' 'ai eu tava precisando de uma declaracao pra prova pra caixa que nao devo nada e consegui compra a casa' 'como nao entendi ' 'vou entrar nele agr' 'tentei entrar mas as informacoes que mandaram eu confirmar nao batem e nem tem a opcao de trocar'],256,-0.9919,negativo
